ResourceID,brocade.id,card,order,Keeper,Object Number,Object Identifier
a964cc8c-b93b-5c62-804f-cbd42ad89a14,tg:rubgr:1775_#1,AA,0,Rubenianum,tg:rubgr:1775_#1,https://data.rubenianum.be//ark:/86530/a964cc8c-b93b-5c62-804f-cbd42ad89a14
95947417-9a4b-5439-8a4a-92970a63a8e3,tg:rubgr:2769_#1,AA,0,Rubenianum,tg:rubgr:2769_#1,https://data.rubenianum.be//ark:/86530/95947417-9a4b-5439-8a4a-92970a63a8e3
d336da52-b59d-57ac-91bd-49789599deec,tg:rubgr:3263_#1,AA,0,Rubenianum,tg:rubgr:3263_#1,https://data.rubenianum.be//ark:/86530/d336da52-b59d-57ac-91bd-49789599deec
a4fea23d-ee3a-5c6d-ab2a-e22da7720b43,tg:rubgr:1403_#1,AA,0,Rubenianum,tg:rubgr:1403_#1,https://data.rubenianum.be//ark:/86530/a4fea23d-ee3a-5c6d-ab2a-e22da7720b43
16ed7c03-a75c-54af-99a8-d38e88088caf,tg:rubgr:932_#1,AA,0,Rubenianum,tg:rubgr:932_#1,https://data.rubenianum.be//ark:/86530/16ed7c03-a75c-54af-99a8-d38e88088caf
ff61860a-518e-564c-aff2-e065b3f932fe,tg:rubgr:1413_#1,AA,0,Rubenianum,tg:rubgr:1413_#1,https://data.rubenianum.be//ark:/86530/ff61860a-518e-564c-aff2-e065b3f932fe
f424dd96-ffea-5270-9f07-ce2abee2f6c0,tg:rubgr:2779_#1,AA,0,Rubenianum,tg:rubgr:2779_#1,https://data.rubenianum.be//ark:/86530/f424dd96-ffea-5270-9f07-ce2abee2f6c0
b4a520ca-b4ae-5cb4-9b00-fb8dca3cb7b7,tg:rubgr:3273_#1,AA,0,Rubenianum,tg:rubgr:3273_#1,https://data.rubenianum.be//ark:/86530/b4a520ca-b4ae-5cb4-9b00-fb8dca3cb7b7
93c6ced4-b01c-569a-b7e1-583239c2b4a4,tg:rubgr:922_#1,AA,0,Rubenianum,tg:rubgr:922_#1,https://data.rubenianum.be//ark:/86530/93c6ced4-b01c-569a-b7e1-583239c2b4a4
7657ac62-b058-58e7-a4d1-176de705c497,tg:rubgr:786_#1,AA,0,Rubenianum,tg:rubgr:786_#1,https://data.rubenianum.be//ark:/86530/7657ac62-b058-58e7-a4d1-176de705c497
ee3f90f3-84ff-52c3-93ca-eb94a7029c10,tg:rubgr:5002_#1,AA,0,Rubenianum,tg:rubgr:5002_#1,https://data.rubenianum.be//ark:/86530/ee3f90f3-84ff-52c3-93ca-eb94a7029c10
728f2ac3-74a5-5948-8c81-e6c98da37292,tg:rubgr:4508_#1,AA,0,Rubenianum,tg:rubgr:4508_#1,https://data.rubenianum.be//ark:/86530/728f2ac3-74a5-5948-8c81-e6c98da37292
b0ecc133-43af-5dcb-8f76-d7f9abcda942,tg:rubgr:796_#1,AA,0,Rubenianum,tg:rubgr:796_#1,https://data.rubenianum.be//ark:/86530/b0ecc133-43af-5dcb-8f76-d7f9abcda942
2ab7a383-e73b-5820-96f1-ec28868b7436,tg:rubgr:1246_#1,AA,0,Rubenianum,tg:rubgr:1246_#1,https://data.rubenianum.be//ark:/86530/2ab7a383-e73b-5820-96f1-ec28868b7436
09824b06-de58-595e-b931-2fbbfe917be6,tg:rubgr:4460_#1,AA,0,Rubenianum,tg:rubgr:4460_#1,https://data.rubenianum.be//ark:/86530/09824b06-de58-595e-b931-2fbbfe917be6
f14531f9-e18b-5284-9342-16ebcb7fe858,tg:rubgr:3426_#1,AA,0,Rubenianum,tg:rubgr:3426_#1,https://data.rubenianum.be//ark:/86530/f14531f9-e18b-5284-9342-16ebcb7fe858
4be12e63-223a-5ff1-8155-df24fbc0e059,tg:rubgr:5012_#1,AA,0,Rubenianum,tg:rubgr:5012_#1,https://data.rubenianum.be//ark:/86530/4be12e63-223a-5ff1-8155-df24fbc0e059
22ea6edd-a511-5ee4-9d86-dde4398feab5,tg:rubgr:2185_#1,AA,0,Rubenianum,tg:rubgr:2185_#1,https://data.rubenianum.be//ark:/86530/22ea6edd-a511-5ee4-9d86-dde4398feab5
6800b6fe-027e-5320-af4b-a0355ccbe90a,tg:rubgr:2964_#1,AA,0,Rubenianum,tg:rubgr:2964_#1,https://data.rubenianum.be//ark:/86530/6800b6fe-027e-5320-af4b-a0355ccbe90a
78b71cee-df34-5397-9bcb-0e405aa5544a,tg:rubgr:657_#1,AA,0,Rubenianum,tg:rubgr:657_#1,https://data.rubenianum.be//ark:/86530/78b71cee-df34-5397-9bcb-0e405aa5544a
80214c6a-3241-50f9-8aa0-f44918aba2a2,tg:rubgr:1810_#1,AA,0,Rubenianum,tg:rubgr:1810_#1,https://data.rubenianum.be//ark:/86530/80214c6a-3241-50f9-8aa0-f44918aba2a2
cc40ec66-7eeb-52c3-b1aa-2174cb4b9b31,tg:rubgr:459_#1,AA,0,Rubenianum,tg:rubgr:459_#1,https://data.rubenianum.be//ark:/86530/cc40ec66-7eeb-52c3-b1aa-2174cb4b9b31
96e3b630-b36f-53da-90fd-306299b05e92,tg:rubgr:1189_#1,AA,0,Rubenianum,tg:rubgr:1189_#1,https://data.rubenianum.be//ark:/86530/96e3b630-b36f-53da-90fd-306299b05e92
108f0287-de38-5385-8eaf-987ffcca5a1f,tg:rubgr:88_#1,AA,0,Rubenianum,tg:rubgr:88_#1,https://data.rubenianum.be//ark:/86530/108f0287-de38-5385-8eaf-987ffcca5a1f
0b1b8511-f3a7-51ca-b8cd-fcb6e417a819,tg:rubgr:449_#1,AA,0,Rubenianum,tg:rubgr:449_#1,https://data.rubenianum.be//ark:/86530/0b1b8511-f3a7-51ca-b8cd-fcb6e417a819
9ab6aa1c-fb91-5e2d-a438-eac60618d2d9,tg:rubgr:1199_#1,AA,0,Rubenianum,tg:rubgr:1199_#1,https://data.rubenianum.be//ark:/86530/9ab6aa1c-fb91-5e2d-a438-eac60618d2d9
cce9dedd-7d9e-54a5-86aa-89d6dd3b8d51,tg:rubgr:531_#1,AA,0,Rubenianum,tg:rubgr:531_#1,https://data.rubenianum.be//ark:/86530/cce9dedd-7d9e-54a5-86aa-89d6dd3b8d51
48391289-0bd9-572e-900b-aadfc0c4c840,tg:rubgr:98_#1,AA,0,Rubenianum,tg:rubgr:98_#1,https://data.rubenianum.be//ark:/86530/48391289-0bd9-572e-900b-aadfc0c4c840
92ec1b7e-b8df-5497-a8b2-e66f2cc13aa0,tg:rubgr:1978_#1,AA,0,Rubenianum,tg:rubgr:1978_#1,https://data.rubenianum.be//ark:/86530/92ec1b7e-b8df-5497-a8b2-e66f2cc13aa0
051df791-f40f-5a88-a1d4-123a671064b9,tg:rubgr:3681_#1,AA,0,Rubenianum,tg:rubgr:3681_#1,https://data.rubenianum.be//ark:/86530/051df791-f40f-5a88-a1d4-123a671064b9
39f7fbbf-7223-5873-baa2-11a47f413cb1,tg:rubgr:3825_#1,AA,0,Rubenianum,tg:rubgr:3825_#1,https://data.rubenianum.be//ark:/86530/39f7fbbf-7223-5873-baa2-11a47f413cb1
67223816-a73e-56c6-b9e5-251fe08872a4,tg:rubgr:4082_#1,AA,0,Rubenianum,tg:rubgr:4082_#1,https://data.rubenianum.be//ark:/86530/67223816-a73e-56c6-b9e5-251fe08872a4
deca8fb6-9a6b-5e8e-bf8c-d921b6085688,tg:rubgr:4873_#1,AA,0,Rubenianum,tg:rubgr:4873_#1,https://data.rubenianum.be//ark:/86530/deca8fb6-9a6b-5e8e-bf8c-d921b6085688
20eed137-8311-531c-8387-fa104530acb6,tg:rubgr:364_#1,AA,0,Rubenianum,tg:rubgr:364_#1,https://data.rubenianum.be//ark:/86530/20eed137-8311-531c-8387-fa104530acb6
28c2a227-f5f3-5b43-90f7-69a6c503edee,tg:rubgr:4092_#1,AA,0,Rubenianum,tg:rubgr:4092_#1,https://data.rubenianum.be//ark:/86530/28c2a227-f5f3-5b43-90f7-69a6c503edee
b5b6c803-5ea1-52b0-a720-6d78a56997fa,tg:rubgr:4198_#1,AA,0,Rubenianum,tg:rubgr:4198_#1,https://data.rubenianum.be//ark:/86530/b5b6c803-5ea1-52b0-a720-6d78a56997fa
f812665d-5530-5ed9-8c04-bc965a80c96b,tg:rubgr:3847_#1,AA,0,Rubenianum,tg:rubgr:3847_#1,https://data.rubenianum.be//ark:/86530/f812665d-5530-5ed9-8c04-bc965a80c96b
8c9f512a-50d5-511a-9c2e-0ca05d3d6978,tg:rubgr:4801_#1,AA,0,Rubenianum,tg:rubgr:4801_#1,https://data.rubenianum.be//ark:/86530/8c9f512a-50d5-511a-9c2e-0ca05d3d6978
3a8bfe37-07ee-58a4-8ae1-8c77fb2146ac,tg:rubgr:316_#1,AA,0,Rubenianum,tg:rubgr:316_#1,https://data.rubenianum.be//ark:/86530/3a8bfe37-07ee-58a4-8ae1-8c77fb2146ac
3d64da25-6f94-5217-b834-c6246fd297b3,tg:rubgr:4979_#1,AA,0,Rubenianum,tg:rubgr:4979_#1,https://data.rubenianum.be//ark:/86530/3d64da25-6f94-5217-b834-c6246fd297b3
fd306750-0ee4-5eb3-b193-f429e85191e8,tg:rubgr:4811_#1,AA,0,Rubenianum,tg:rubgr:4811_#1,https://data.rubenianum.be//ark:/86530/fd306750-0ee4-5eb3-b193-f429e85191e8
2c5bfb0a-ac94-5dcb-a120-b0aabccb8a8b,tg:rubgr:4969_#1,AA,0,Rubenianum,tg:rubgr:4969_#1,https://data.rubenianum.be//ark:/86530/2c5bfb0a-ac94-5dcb-a120-b0aabccb8a8b
5a89d887-bb58-538b-84fa-c61cea6395ef,tg:rubgr:306_#1,AA,0,Rubenianum,tg:rubgr:306_#1,https://data.rubenianum.be//ark:/86530/5a89d887-bb58-538b-84fa-c61cea6395ef
10229f2b-bc38-5b7b-935b-c42637690a07,tg:rubgr:2281_#1,AA,0,Rubenianum,tg:rubgr:2281_#1,https://data.rubenianum.be//ark:/86530/10229f2b-bc38-5b7b-935b-c42637690a07
a4d69dc7-426c-509d-be82-df066dcff184,tg:rubgr:1872_#1,AA,0,Rubenianum,tg:rubgr:1872_#1,https://data.rubenianum.be//ark:/86530/a4d69dc7-426c-509d-be82-df066dcff184
bb59a95f-9b85-5f09-8537-9b854ada98ef,tg:rubgr:1093_#1,AA,0,Rubenianum,tg:rubgr:1093_#1,https://data.rubenianum.be//ark:/86530/bb59a95f-9b85-5f09-8537-9b854ada98ef
d33f3cd1-e0ac-5ac3-a379-b6ee88d992f5,tg:rubgr:543_#1,AA,0,Rubenianum,tg:rubgr:543_#1,https://data.rubenianum.be//ark:/86530/d33f3cd1-e0ac-5ac3-a379-b6ee88d992f5
d8f090f0-b546-5f88-832b-f0a5dab5e35d,tg:rubgr:1862_#1,AA,0,Rubenianum,tg:rubgr:1862_#1,https://data.rubenianum.be//ark:/86530/d8f090f0-b546-5f88-832b-f0a5dab5e35d
bac215e0-1af8-5cf8-9e29-ee4f88380e81,tg:rubgr:1083_#1,AA,0,Rubenianum,tg:rubgr:1083_#1,https://data.rubenianum.be//ark:/86530/bac215e0-1af8-5cf8-9e29-ee4f88380e81
233fa169-069d-5226-912d-603f96a7537c,tg:rubgr:3595_#1,AA,0,Rubenianum,tg:rubgr:3595_#1,https://data.rubenianum.be//ark:/86530/233fa169-069d-5226-912d-603f96a7537c
85745adb-ea93-5a9b-aeb4-7ed3c4cdc3b9,tg:rubgr:625_#1,AA,0,Rubenianum,tg:rubgr:625_#1,https://data.rubenianum.be//ark:/86530/85745adb-ea93-5a9b-aeb4-7ed3c4cdc3b9
219579a9-887b-5716-97b1-194f581ac6c7,tg:rubgr:2906_#1,AA,0,Rubenianum,tg:rubgr:2906_#1,https://data.rubenianum.be//ark:/86530/219579a9-887b-5716-97b1-194f581ac6c7
b74f7e90-2f51-5f9b-a605-79f1092d755c,tg:rubgr:2916_#1,AA,0,Rubenianum,tg:rubgr:2916_#1,https://data.rubenianum.be//ark:/86530/b74f7e90-2f51-5f9b-a605-79f1092d755c
d7b1099d-dc27-574b-aae4-c6643adcbbfc,tg:rubgr:635_#1,AA,0,Rubenianum,tg:rubgr:635_#1,https://data.rubenianum.be//ark:/86530/d7b1099d-dc27-574b-aae4-c6643adcbbfc
93c66128-b6b4-531b-bbaa-19f9b214f8f7,tg:rubgr:891_#1,AA,0,Rubenianum,tg:rubgr:891_#1,https://data.rubenianum.be//ark:/86530/93c66128-b6b4-531b-bbaa-19f9b214f8f7
5b087a04-857f-537a-a37e-cc3f18f46b22,tg:rubgr:108_#1,AA,0,Rubenianum,tg:rubgr:108_#1,https://data.rubenianum.be//ark:/86530/5b087a04-857f-537a-a37e-cc3f18f46b22
b1de559a-1070-5cd9-bfc4-fb72b33254e6,tg:rubgr:4386_#1,AA,0,Rubenianum,tg:rubgr:4386_#1,https://data.rubenianum.be//ark:/86530/b1de559a-1070-5cd9-bfc4-fb72b33254e6
0586f9fb-1c7a-5aeb-b078-0dde5cc751c6,tg:rubgr:118_#1,AA,0,Rubenianum,tg:rubgr:118_#1,https://data.rubenianum.be//ark:/86530/0586f9fb-1c7a-5aeb-b078-0dde5cc751c6
5cf01708-eaad-5872-8983-ebb16d6fdd1a,tg:rubgr:881_#1,AA,0,Rubenianum,tg:rubgr:881_#1,https://data.rubenianum.be//ark:/86530/5cf01708-eaad-5872-8983-ebb16d6fdd1a
ae04a530-1bc0-5ccc-903d-ec19a91a41b2,tg:rubgr:5118_#1,AA,0,Rubenianum,tg:rubgr:5118_#1,https://data.rubenianum.be//ark:/86530/ae04a530-1bc0-5ccc-903d-ec19a91a41b2
573a75ba-12c6-526b-bcad-238b7e0b5e86,tg:rubgr:4412_#1,AA,0,Rubenianum,tg:rubgr:4412_#1,https://data.rubenianum.be//ark:/86530/573a75ba-12c6-526b-bcad-238b7e0b5e86
ed815810-7d96-58a9-b9b0-19a45cf3114b,tg:rubgr:3454_#1,AA,0,Rubenianum,tg:rubgr:3454_#1,https://data.rubenianum.be//ark:/86530/ed815810-7d96-58a9-b9b0-19a45cf3114b
bc94e292-e179-5ba8-b343-0f37b7b8d4b0,tg:rubgr:5060_#1,AA,0,Rubenianum,tg:rubgr:5060_#1,https://data.rubenianum.be//ark:/86530/bc94e292-e179-5ba8-b343-0f37b7b8d4b0
11eace0e-e312-5081-9ca2-09b620e2cdca,tg:rubgr:2026_#1,AA,0,Rubenianum,tg:rubgr:2026_#1,https://data.rubenianum.be//ark:/86530/11eace0e-e312-5081-9ca2-09b620e2cdca
3552a8f4-5ea6-5718-bf04-e74b11a527a3,tg:rubgr:3444_#1,AA,0,Rubenianum,tg:rubgr:3444_#1,https://data.rubenianum.be//ark:/86530/3552a8f4-5ea6-5718-bf04-e74b11a527a3
b2fc067b-4f7b-56c4-a0f2-fad72d756307,tg:rubgr:2036_#1,AA,0,Rubenianum,tg:rubgr:2036_#1,https://data.rubenianum.be//ark:/86530/b2fc067b-4f7b-56c4-a0f2-fad72d756307
a3d57c6f-c7d9-5fc7-9c14-a814047cf3b9,tg:rubgr:5070_#1,AA,0,Rubenianum,tg:rubgr:5070_#1,https://data.rubenianum.be//ark:/86530/a3d57c6f-c7d9-5fc7-9c14-a814047cf3b9
9823fe69-6713-564c-a69d-55b69df640ad,tg:rubgr:1461_#1,AA,0,Rubenianum,tg:rubgr:1461_#1,https://data.rubenianum.be//ark:/86530/9823fe69-6713-564c-a69d-55b69df640ad
d417d7f1-6dc2-57d3-8d66-b96f8fdb622d,tg:rubgr:4247_#1,AA,0,Rubenianum,tg:rubgr:4247_#1,https://data.rubenianum.be//ark:/86530/d417d7f1-6dc2-57d3-8d66-b96f8fdb622d
1e9693cf-c281-5cb4-8047-1f3061b7a31f,tg:rubgr:828_#1,AA,0,Rubenianum,tg:rubgr:828_#1,https://data.rubenianum.be//ark:/86530/1e9693cf-c281-5cb4-8047-1f3061b7a31f
41b60215-2291-5fbc-9f43-cb8d70072d71,tg:rubgr:3201_#1,AA,0,Rubenianum,tg:rubgr:3201_#1,https://data.rubenianum.be//ark:/86530/41b60215-2291-5fbc-9f43-cb8d70072d71
10e570ba-39a7-5655-9f66-2435903b432e,tg:rubgr:1519_#1,AA,0,Rubenianum,tg:rubgr:1519_#1,https://data.rubenianum.be//ark:/86530/10e570ba-39a7-5655-9f66-2435903b432e
4b29f025-cccb-5c14-b7ec-b9e28f6e4862,tg:rubgr:950_#1,AA,0,Rubenianum,tg:rubgr:950_#1,https://data.rubenianum.be//ark:/86530/4b29f025-cccb-5c14-b7ec-b9e28f6e4862
3d87b401-e43d-5aa5-b64f-17ead18740c3,tg:rubgr:3379_#1,AA,0,Rubenianum,tg:rubgr:3379_#1,https://data.rubenianum.be//ark:/86530/3d87b401-e43d-5aa5-b64f-17ead18740c3
ad449ede-9b3b-567b-9ffe-3db948a661d8,tg:rubgr:838_#1,AA,0,Rubenianum,tg:rubgr:838_#1,https://data.rubenianum.be//ark:/86530/ad449ede-9b3b-567b-9ffe-3db948a661d8
ed4cdc82-9da0-59e3-b1dd-019ae7e6fd37,tg:rubgr:3211_#1,AA,0,Rubenianum,tg:rubgr:3211_#1,https://data.rubenianum.be//ark:/86530/ed4cdc82-9da0-59e3-b1dd-019ae7e6fd37
de781342-ce29-5079-afa7-3a5fba1c24f4,tg:rubgr:1471_#1,AA,0,Rubenianum,tg:rubgr:1471_#1,https://data.rubenianum.be//ark:/86530/de781342-ce29-5079-afa7-3a5fba1c24f4
23d84a47-c575-5f13-80fb-ad01c63fa223,tg:rubgr:4257_#1,AA,0,Rubenianum,tg:rubgr:4257_#1,https://data.rubenianum.be//ark:/86530/23d84a47-c575-5f13-80fb-ad01c63fa223
c7d737fc-1013-5e73-bccf-ffbba27dfa95,tg:rubgr:940_#1,AA,0,Rubenianum,tg:rubgr:940_#1,https://data.rubenianum.be//ark:/86530/c7d737fc-1013-5e73-bccf-ffbba27dfa95
ad5d5be6-7bb8-53be-8a01-973e7439352a,tg:rubgr:3369_#1,AA,0,Rubenianum,tg:rubgr:3369_#1,https://data.rubenianum.be//ark:/86530/ad5d5be6-7bb8-53be-8a01-973e7439352a
63deea55-17b9-53c6-816b-39fbc7fbc6ba,tg:rubgr:1509_#1,AA,0,Rubenianum,tg:rubgr:1509_#1,https://data.rubenianum.be//ark:/86530/63deea55-17b9-53c6-816b-39fbc7fbc6ba
3ea251f2-3e83-53e2-805b-8e0f6ac978f3,tg:rubgr:3167_#1,AA,0,Rubenianum,tg:rubgr:3167_#1,https://data.rubenianum.be//ark:/86530/3ea251f2-3e83-53e2-805b-8e0f6ac978f3
84b872cd-ee6d-537c-bf39-a4102ae35745,tg:rubgr:4121_#1,AA,0,Rubenianum,tg:rubgr:4121_#1,https://data.rubenianum.be//ark:/86530/84b872cd-ee6d-537c-bf39-a4102ae35745
36b8ed50-d2b2-524d-a385-19f4ee1e28da,tg:rubgr:3986_#1,AA,0,Rubenianum,tg:rubgr:3986_#1,https://data.rubenianum.be//ark:/86530/36b8ed50-d2b2-524d-a385-19f4ee1e28da
ae7933c5-2f1e-518d-9e26-0ba6ba143740,tg:rubgr:4059_#1,AA,0,Rubenianum,tg:rubgr:4059_#1,https://data.rubenianum.be//ark:/86530/ae7933c5-2f1e-518d-9e26-0ba6ba143740
56e2bd0f-a38b-525e-8b8d-a90317b65094,tg:rubgr:4131_#1,AA,0,Rubenianum,tg:rubgr:4131_#1,https://data.rubenianum.be//ark:/86530/56e2bd0f-a38b-525e-8b8d-a90317b65094
65e9eb4d-deed-59ba-8428-4e21db3697e9,tg:rubgr:1717_#1,AA,0,Rubenianum,tg:rubgr:1717_#1,https://data.rubenianum.be//ark:/86530/65e9eb4d-deed-59ba-8428-4e21db3697e9
0bd26602-f99b-5c7b-98b3-e641a680014d,tg:rubgr:3177_#1,AA,0,Rubenianum,tg:rubgr:3177_#1,https://data.rubenianum.be//ark:/86530/0bd26602-f99b-5c7b-98b3-e641a680014d
40840f3d-7445-58ad-88ce-50cf48fa9c10,tg:rubgr:4049_#1,AA,0,Rubenianum,tg:rubgr:4049_#1,https://data.rubenianum.be//ark:/86530/40840f3d-7445-58ad-88ce-50cf48fa9c10
cf7f9bef-44f3-5318-8302-7d23fcf31233,tg:rubgr:3996_#1,AA,0,Rubenianum,tg:rubgr:3996_#1,https://data.rubenianum.be//ark:/86530/cf7f9bef-44f3-5318-8302-7d23fcf31233
091aea32-5272-5c0c-97bb-6e001e4cca90,tg:rubgr:4774_#1,AA,0,Rubenianum,tg:rubgr:4774_#1,https://data.rubenianum.be//ark:/86530/091aea32-5272-5c0c-97bb-6e001e4cca90
ae77db35-4282-53ff-bdde-23b0a4f93210,tg:rubgr:1152_#1,AA,0,Rubenianum,tg:rubgr:1152_#1,https://data.rubenianum.be//ark:/86530/ae77db35-4282-53ff-bdde-23b0a4f93210
8afa682c-cc6e-5b9a-a858-52a879e46a5a,tg:rubgr:482_#1,AA,0,Rubenianum,tg:rubgr:482_#1,https://data.rubenianum.be//ark:/86530/8afa682c-cc6e-5b9a-a858-52a879e46a5a
2bbea145-1b8e-536f-b44a-be9080b3be73,tg:rubgr:2340_#1,AA,0,Rubenianum,tg:rubgr:2340_#1,https://data.rubenianum.be//ark:/86530/2bbea145-1b8e-536f-b44a-be9080b3be73
a9676a05-071a-591f-9e24-7cc6c96dfecd,tg:rubgr:5306_#1,AA,0,Rubenianum,tg:rubgr:5306_#1,https://data.rubenianum.be//ark:/86530/a9676a05-071a-591f-9e24-7cc6c96dfecd
c10f47e7-d45c-5cdc-b4c9-554cefedcf01,tg:rubgr:492_#1,AA,0,Rubenianum,tg:rubgr:492_#1,https://data.rubenianum.be//ark:/86530/c10f47e7-d45c-5cdc-b4c9-554cefedcf01
bec52065-c351-50b3-8398-dba2adf5f7e4,tg:rubgr:3722_#1,AA,0,Rubenianum,tg:rubgr:3722_#1,https://data.rubenianum.be//ark:/86530/bec52065-c351-50b3-8398-dba2adf5f7e4
8c4fbe9c-4dc0-510d-9232-c23f3777c00d,tg:rubgr:2228_#1,AA,0,Rubenianum,tg:rubgr:2228_#1,https://data.rubenianum.be//ark:/86530/8c4fbe9c-4dc0-510d-9232-c23f3777c00d
e05b91e1-04ad-5d8f-b45c-611f05c76838,tg:rubgr:2350_#1,AA,0,Rubenianum,tg:rubgr:2350_#1,https://data.rubenianum.be//ark:/86530/e05b91e1-04ad-5d8f-b45c-611f05c76838
ca0d8ef5-fc38-5772-b5bd-ee2eeef07b2e,tg:rubgr:466_#1,AA,0,Rubenianum,tg:rubgr:466_#1,https://data.rubenianum.be//ark:/86530/ca0d8ef5-fc38-5772-b5bd-ee2eeef07b2e
c23d8a55-64d7-59e2-8e04-de93734291b7,tg:rubgr:476_#1,AA,0,Rubenianum,tg:rubgr:476_#1,https://data.rubenianum.be//ark:/86530/c23d8a55-64d7-59e2-8e04-de93734291b7
44e6ebfd-56ef-5a1f-b83a-376fcd5a10fc,tg:rubgr:4780_#1,AA,0,Rubenianum,tg:rubgr:4780_#1,https://data.rubenianum.be//ark:/86530/44e6ebfd-56ef-5a1f-b83a-376fcd5a10fc
087ac753-381c-56b3-8b29-88f949977634,tg:rubgr:1947_#1,AA,0,Rubenianum,tg:rubgr:1947_#1,https://data.rubenianum.be//ark:/86530/087ac753-381c-56b3-8b29-88f949977634
28297b6d-c0f3-5cba-9e3f-207f7a44e19f,tg:rubgr:2489_#1,AA,0,Rubenianum,tg:rubgr:2489_#1,https://data.rubenianum.be//ark:/86530/28297b6d-c0f3-5cba-9e3f-207f7a44e19f
8f10262d-7918-5ef7-b762-c084b4d176a9,tg:rubgr:3183_#1,AA,0,Rubenianum,tg:rubgr:3183_#1,https://data.rubenianum.be//ark:/86530/8f10262d-7918-5ef7-b762-c084b4d176a9
dc516369-9893-54a2-b388-bd71ca4289ac,tg:rubgr:233_#1,AA,0,Rubenianum,tg:rubgr:233_#1,https://data.rubenianum.be//ark:/86530/dc516369-9893-54a2-b388-bd71ca4289ac
a648c1e6-f78d-5ec7-aa40-9326f6ff3d09,tg:rubgr:3962_#1,AA,0,Rubenianum,tg:rubgr:3962_#1,https://data.rubenianum.be//ark:/86530/a648c1e6-f78d-5ec7-aa40-9326f6ff3d09
f0ae0dd6-85e7-56ee-b295-fcc6c9b742ac,tg:rubgr:3193_#1,AA,0,Rubenianum,tg:rubgr:3193_#1,https://data.rubenianum.be//ark:/86530/f0ae0dd6-85e7-56ee-b295-fcc6c9b742ac
